PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34198437","Identification of functional lncRNAs through constructing a lncRNA-associated ceRNA network in myocardial infarction","Zhu B, Mao Y, Li M.","Math Biosci Eng. 2021 May 17;18(4):4293-4310. doi: 10.3934/mbe.2021215.","Zhu B","Math Biosci Eng","2021","2021/07/02","","","10.3934/mbe.2021215"
"29457788","SCN5A: the greatest HITS collection","Park DS, Fishman GI.","J Clin Invest. 2018 Mar 1;128(3):913-915. doi: 10.1172/JCI99927. Epub 2018 Feb 19.","Park DS","J Clin Invest","2018","2018/02/20","PMC5824860","","10.1172/JCI99927"
"27383837","Circulating Extracellular Vesicles Contain miRNAs and are Released as Early Biomarkers for Cardiac Injury","Deddens JC, Vrijsen KR, Colijn JM, Oerlemans MI, Metz CH, van der Vlist EJ, Nolte-'t Hoen EN, den Ouden K, Jansen Of Lorkeers SJ, van der Spoel TI, Koudstaal S, Arkesteijn GJ, Wauben MH, van Laake LW, Doevendans PA, Chamuleau SA, Sluijter JP.","J Cardiovasc Transl Res. 2016 Aug;9(4):291-301. doi: 10.1007/s12265-016-9705-1. Epub 2016 Jul 6.","Deddens JC","J Cardiovasc Transl Res","2016","2016/07/08","PMC4990609","","10.1007/s12265-016-9705-1"
"28057890","In vitro 3D model and miRNA drug delivery to target calcific aortic valve disease","van der Ven CF, Wu PJ, Tibbitt MW, van Mil A, Sluijter JP, Langer R, Aikawa E.","Clin Sci (Lond). 2017 Feb 1;131(3):181-195. doi: 10.1042/CS20160378.","van der Ven CF","Clin Sci (Lond)","2017","2017/01/07","PMC5459552","NIHMS861757","10.1042/CS20160378"
"32578720","Low expression of microRNA-328 can predict sepsis and alleviate sepsis-induced cardiac dysfunction and inflammatory response","Sun B, Luan C, Guo L, Zhang B, Liu Y.","Braz J Med Biol Res. 2020 Jun 19;53(8):e9501. doi: 10.1590/1414-431X20209501. eCollection 2020.","Sun B","Braz J Med Biol Res","2020","2020/06/25","PMC7307893","","10.1590/1414-431X20209501"
"35563643","MicroRNAs (miRNAs) in Cardiovascular Complications of Rheumatoid Arthritis (RA): What Is New?","Tanase DM, Gosav EM, Petrov D, Teodorescu DS, Buliga-Finis ON, Ouatu A, Tudorancea I, Rezus E, Rezus C.","Int J Mol Sci. 2022 May 8;23(9):5254. doi: 10.3390/ijms23095254.","Tanase DM","Int J Mol Sci","2022","2022/05/14","PMC9101033","","10.3390/ijms23095254"
"30177304","MicroRNAs as biomarkers for cardiac sarcoidosis: No matter how small","Umei M, Akazawa H.","J Cardiol. 2018 Dec;72(6):449-451. doi: 10.1016/j.jjcc.2018.08.001. Epub 2018 Sep 1.","Umei M","J Cardiol","2018","2018/09/05","","","10.1016/j.jjcc.2018.08.001"
"36142856","Molecular Approaches and Echocardiographic Deformation Imaging in Detecting Myocardial Fibrosis","Sonaglioni A, Nicolosi GL, Rigamonti E, Lombardo M, La Sala L.","Int J Mol Sci. 2022 Sep 19;23(18):10944. doi: 10.3390/ijms231810944.","Sonaglioni A","Int J Mol Sci","2022","2022/09/23","PMC9501415","","10.3390/ijms231810944"
"32502186","Principal component analysis of blood microRNA datasets facilitates diagnosis of diverse diseases","Sell SL, Widen SG, Prough DS, Hellmich HL.","PLoS One. 2020 Jun 5;15(6):e0234185. doi: 10.1371/journal.pone.0234185. eCollection 2020.","Sell SL","PLoS One","2020","2020/06/06","PMC7274418","","10.1371/journal.pone.0234185"
"23747779","Release kinetics of circulating muscle-enriched microRNAs in patients undergoing transcoronary ablation of septal hypertrophy","Liebetrau C, Möllmann H, Dörr O, Szardien S, Troidl C, Willmer M, Voss S, Gaede L, Rixe J, Rolf A, Hamm C, Nef H.","J Am Coll Cardiol. 2013 Sep 10;62(11):992-8. doi: 10.1016/j.jacc.2013.05.025. Epub 2013 Jun 7.","Liebetrau C","J Am Coll Cardiol","2013","2013/06/11","","","10.1016/j.jacc.2013.05.025"
"32278100","MiR-101a loaded extracellular nanovesicles as bioactive carriers for cardiac repair","Wang J, Lee CJ, Deci MB, Jasiewicz N, Verma A, Canty JM, Nguyen J.","Nanomedicine. 2020 Jul;27:102201. doi: 10.1016/j.nano.2020.102201. Epub 2020 Apr 8.","Wang J","Nanomedicine","2020","2020/04/12","PMC7647388","NIHMS1602580","10.1016/j.nano.2020.102201"
"24201112","Small RNA overcomes the challenges of therapeutic targeting of microsomal triglyceride transfer protein","Vickers KC, Moore KJ.","Circ Res. 2013 Nov 8;113(11):1189-91. doi: 10.1161/CIRCRESAHA.113.302732.","Vickers KC","Circ Res","2013","2013/11/09","PMC4043302","NIHMS576610","10.1161/CIRCRESAHA.113.302732"
"32157193","Serum microRNA in patients undergoing atrial fibrillation ablation","Kiliszek M, Maciak K, Maciejak A, Krzyżanowski K, Wierzbowski R, Gora M, Burzynska B, Segiet A, Skrobowski A.","Sci Rep. 2020 Mar 10;10(1):4424. doi: 10.1038/s41598-020-61322-6.","Kiliszek M","Sci Rep","2020","2020/03/12","PMC7064599","","10.1038/s41598-020-61322-6"
"24569834","miR-29b as a therapeutic agent for angiotensin II-induced cardiac fibrosis by targeting TGF-β/Smad3 signaling","Zhang Y, Huang XR, Wei LH, Chung AC, Yu CM, Lan HY.","Mol Ther. 2014 May;22(5):974-85. doi: 10.1038/mt.2014.25. Epub 2014 Feb 26.","Zhang Y","Mol Ther","2014","2014/02/27","PMC4015231","","10.1038/mt.2014.25"
"24516145","Molecular evidence of stress-induced acute heart injury in a mouse model simulating posttraumatic stress disorder","Cho JH, Lee I, Hammamieh R, Wang K, Baxter D, Scherler K, Etheridge A, Kulchenko A, Gautam A, Muhie S, Chakraborty N, Galas DJ, Jett M, Hood L.","Proc Natl Acad Sci U S A. 2014 Feb 25;111(8):3188-93. doi: 10.1073/pnas.1400113111. Epub 2014 Feb 10.","Cho JH","Proc Natl Acad Sci U S A","2014","2014/02/12","PMC3939897","","10.1073/pnas.1400113111"
"31068698","MicroRNA therapy stimulates uncontrolled cardiac repair after myocardial infarction in pigs","Gabisonia K, Prosdocimo G, Aquaro GD, Carlucci L, Zentilin L, Secco I, Ali H, Braga L, Gorgodze N, Bernini F, Burchielli S, Collesi C, Zandonà L, Sinagra G, Piacenti M, Zacchigna S, Bussani R, Recchia FA, Giacca M.","Nature. 2019 May;569(7756):418-422. doi: 10.1038/s41586-019-1191-6. Epub 2019 May 8.","Gabisonia K","Nature","2019","2019/05/10","PMC6768803","EMS82584","10.1038/s41586-019-1191-6"
"34650036","CircNPHP4 in monocyte-derived small extracellular vesicles controls heterogeneous adhesion in coronary heart atherosclerotic disease","Xiong F, Mao R, Zhang L, Zhao R, Tan K, Liu C, Xu J, Du G, Zhang T.","Cell Death Dis. 2021 Oct 14;12(10):948. doi: 10.1038/s41419-021-04253-y.","Xiong F","Cell Death Dis","2021","2021/10/15","PMC8516978","","10.1038/s41419-021-04253-y"
"24961598","Circulating microRNAs for predicting and monitoring response to mechanical circulatory support from a left ventricular assist device","Morley-Smith AC, Mills A, Jacobs S, Meyns B, Rega F, Simon AR, Pepper JR, Lyon AR, Thum T.","Eur J Heart Fail. 2014 Aug;16(8):871-9. doi: 10.1002/ejhf.116. Epub 2014 Jun 24.","Morley-Smith AC","Eur J Heart Fail","2014","2014/06/26","PMC4145708","","10.1002/ejhf.116"
"35348192","Circulating microRNA‑423 attenuates the phosphorylation of calcium handling proteins in atrial fibrillation","Park H, Park H, Park J.","Mol Med Rep. 2022 May;25(5):186. doi: 10.3892/mmr.2022.12702. Epub 2022 Mar 29.","Park H","Mol Med Rep","2022","2022/03/29","PMC8985206","","10.3892/mmr.2022.12702"
"34071740","Update in Biomolecular and Genetic Bases of Bicuspid Aortopathy","Junco-Vicente A, Del Río-García Á, Martín M, Rodríguez I.","Int J Mol Sci. 2021 May 27;22(11):5694. doi: 10.3390/ijms22115694.","Junco-Vicente A","Int J Mol Sci","2021","2021/06/02","PMC8198265","","10.3390/ijms22115694"
"32593128","MicroRNAs in the regulation of cellular redox status and its implications in myocardial ischemia-reperfusion injury","Carbonell T, Gomes AV.","Redox Biol. 2020 Sep;36:101607. doi: 10.1016/j.redox.2020.101607. Epub 2020 Jun 19.","Carbonell T","Redox Biol","2020","2020/06/28","PMC7322687","","10.1016/j.redox.2020.101607"
"29440459","miR-139-5p inhibits isoproterenol-induced cardiac hypertrophy by targetting c-Jun","Ming S, Shui-Yun W, Wei Q, Jian-Hui L, Ru-Tai H, Lei S, Mei J, Hui W, Ji-Zheng W.","Biosci Rep. 2018 Mar 9;38(2):BSR20171430. doi: 10.1042/BSR20171430. Print 2018 Apr 27.","Ming S","Biosci Rep","2018","2018/02/15","PMC5843750","","10.1042/BSR20171430"
"37269474","The Role of MicroRNA in the Myocarditis: a Small Actor for a Great Role","Chimenti C, Magnocavallo M, Vetta G, Alfarano M, Manguso G, Ajmone F, Ballatore F, Costantino J, Ciaramella P, Severino P, Miraldi F, Lavalle C, Vizza CD.","Curr Cardiol Rep. 2023 Jul;25(7):641-648. doi: 10.1007/s11886-023-01888-5. Epub 2023 Jun 3.","Chimenti C","Curr Cardiol Rep","2023","2023/06/03","PMC10307691","","10.1007/s11886-023-01888-5"
"33378040","MiR-506 alleviates myocardial ischemia-reperfusion injury via targeting PI3K/AKT","Zhang M, Wang JY, Li L, Li GM.","Eur Rev Med Pharmacol Sci. 2020 Dec;24(24):12896-12903. doi: 10.26355/eurrev_202012_24193.","Zhang M","Eur Rev Med Pharmacol Sci","2020","2020/12/30","","","10.26355/eurrev_202012_24193"
"37162557","Bicuspid aortic valve aortopathy is characterized by embryonic epithelial to mesenchymal transition and endothelial instability","Freiholtz D, Bergman O, Lång K, Poujade FA, Paloschi V, Granath C, Lindeman JHN, Olsson C, Franco-Cereceda A, Eriksson P, Björck HM.","J Mol Med (Berl). 2023 Jul;101(7):801-811. doi: 10.1007/s00109-023-02316-5. Epub 2023 May 10.","Freiholtz D","J Mol Med (Berl)","2023","2023/05/10","PMC10299957","","10.1007/s00109-023-02316-5"
"30464116","MicroRNA-138 Suppresses Osteoblastic Differentiation of Valvular Interstitial Cells in Degenerative Calcific Aortic Valve Disease","Lu P, Yin B, Liu L.","Int Heart J. 2019 Jan 25;60(1):136-144. doi: 10.1536/ihj.18-086. Epub 2018 Nov 20.","Lu P","Int Heart J","2019","2018/11/23","","","10.1536/ihj.18-086"
"32122382","Comprehensive analysis of differential immunocyte infiltration and the potential ceRNA networks during epicardial adipose tissue development in congenital heart disease","Ma L, Shi W, Ma X, Zou M, Chen W, Li W, Zou R, Chen X.","J Transl Med. 2020 Mar 2;18(1):111. doi: 10.1186/s12967-020-02279-y.","Ma L","J Transl Med","2020","2020/03/04","PMC7053131","","10.1186/s12967-020-02279-y"
"24657879","Loss of MicroRNA-155 protects the heart from pathological cardiac hypertrophy","Seok HY, Chen J, Kataoka M, Huang ZP, Ding J, Yan J, Hu X, Wang DZ.","Circ Res. 2014 May 9;114(10):1585-95. doi: 10.1161/CIRCRESAHA.114.303784. Epub 2014 Mar 21.","Seok HY","Circ Res","2014","2014/03/25","PMC4033580","NIHMS579532","10.1161/CIRCRESAHA.114.303784"
"35000421","MiR-150 Attenuates Maladaptive Cardiac Remodeling Mediated by Long Noncoding RNA MIAT and Directly Represses Profibrotic Hoxa4","Aonuma T, Moukette B, Kawaguchi S, Barupala NP, Sepúlveda MN, Frick K, Tang Y, Guglin M, Raman SV, Cai C, Liangpunsakul S, Nakagawa S, Kim IM.","Circ Heart Fail. 2022 Apr;15(4):e008686. doi: 10.1161/CIRCHEARTFAILURE.121.008686. Epub 2022 Jan 10.","Aonuma T","Circ Heart Fail","2022","2022/01/10","PMC9018469","NIHMS1761582","10.1161/CIRCHEARTFAILURE.121.008686"
"29659130","MicroRNA-21 drives the switch to a synthetic phenotype in human saphenous vein smooth muscle cells","Alshanwani AR, Riches-Suman K, O'Regan DJ, Wood IC, Turner NA, Porter KE.","IUBMB Life. 2018 Jul;70(7):649-657. doi: 10.1002/iub.1751. Epub 2018 Apr 16.","Alshanwani AR","IUBMB Life","2018","2018/04/17","","","10.1002/iub.1751"
"26782545","miR-96 inhibits cardiac hypertrophy by targeting growth factor receptor-bound 2","Xia Y, Sheng J, Liang GY, Liu DX, Tang Q, Cheng AP.","Genet Mol Res. 2015 Dec 29;14(4):18958-64. doi: 10.4238/2015.December.29.2.","Xia Y","Genet Mol Res","2015","2016/01/20","","","10.4238/2015.December.29.2"
"32370947","Extracellular vesicular MicroRNA-27a* contributes to cardiac hypertrophy in chronic heart failure","Tian C, Hu G, Gao L, Hackfort BT, Zucker IH.","J Mol Cell Cardiol. 2020 Jun;143:120-131. doi: 10.1016/j.yjmcc.2020.04.032. Epub 2020 May 1.","Tian C","J Mol Cell Cardiol","2020","2020/05/07","PMC7338251","NIHMS1593083","10.1016/j.yjmcc.2020.04.032"
"22926414","The function of miRNA in cardiac hypertrophy","Wang J, Yang X.","Cell Mol Life Sci. 2012 Nov;69(21):3561-70. doi: 10.1007/s00018-012-1126-y. Epub 2012 Aug 25.","Wang J","Cell Mol Life Sci","2012","2012/08/29","PMC3474911","","10.1007/s00018-012-1126-y"
"24810628","miR-181c regulates the mitochondrial genome, bioenergetics, and propensity for heart failure in vivo","Das S, Bedja D, Campbell N, Dunkerly B, Chenna V, Maitra A, Steenbergen C.","PLoS One. 2014 May 8;9(5):e96820. doi: 10.1371/journal.pone.0096820. eCollection 2014.","Das S","PLoS One","2014","2014/05/10","PMC4014556","","10.1371/journal.pone.0096820"
"22474228","Whole genome expression differences in human left and right atria ascertained by RNA sequencing","Hsu J, Hanna P, Van Wagoner DR, Barnard J, Serre D, Chung MK, Smith JD.","Circ Cardiovasc Genet. 2012 Jun;5(3):327-35. doi: 10.1161/CIRCGENETICS.111.961631. Epub 2012 Apr 3.","Hsu J","Circ Cardiovasc Genet","2012","2012/04/05","PMC3380143","NIHMS375472","10.1161/CIRCGENETICS.111.961631"
"35083842","LncRNA HOX transcript antisense RNA mitigates cardiac function injury in chronic heart failure via regulating microRNA-30a-5p to target KDM3A","Zhang X, Gao Y, Wu H, Mao Y, Qi Y.","J Cell Mol Med. 2022 Mar;26(5):1473-1485. doi: 10.1111/jcmm.17160. Epub 2022 Jan 26.","Zhang X","J Cell Mol Med","2022","2022/01/27","PMC8899154","","10.1111/jcmm.17160"
"27139165","A gain-of-function ACTC1 3'UTR mutation that introduces a miR-139-5p target site may be associated with a dominant familial atrial septal defect","Wang Y, Du X, Zhou Z, Jiang J, Zhang Z, Ye L, Hong H.","Sci Rep. 2016 May 3;6:25404. doi: 10.1038/srep25404.","Wang Y","Sci Rep","2016","2016/05/04","PMC4853704","","10.1038/srep25404"
"35139769","Long noncoding RNA H19 suppresses cardiac hypertrophy through the MicroRNA-145-3p/SMAD4 axis","Wang H, Lian X, Gao W, Gu J, Shi H, Ma Y, Li Y, Fan Y, Wang Q, Wang L.","Bioengineered. 2022 Feb;13(2):3826-3839. doi: 10.1080/21655979.2021.2017564.","Wang H","Bioengineered","2022","2022/02/10","PMC8973863","","10.1080/21655979.2021.2017564"
"36430607","Involvement of circRNAs in the Development of Heart Failure","Sygitowicz G, Sitkiewicz D.","Int J Mol Sci. 2022 Nov 16;23(22):14129. doi: 10.3390/ijms232214129.","Sygitowicz G","Int J Mol Sci","2022","2022/11/26","PMC9697219","","10.3390/ijms232214129"
"24188699","Circulating microRNAs as mirrors of acute coronary syndromes: MiRacle or quagMire?","Li J, Xu J, Cheng Y, Wang F, Song Y, Xiao J.","J Cell Mol Med. 2013 Nov;17(11):1363-70. doi: 10.1111/jcmm.12148. Epub 2013 Nov 4.","Li J","J Cell Mol Med","2013","2013/11/06","PMC4117549","","10.1111/jcmm.12148"
"29762500","Circulating MicroRNAs in Young Patients with Acute Coronary Syndrome","Tong KL, Mahmood Zuhdi AS, Wan Ahmad WA, Vanhoutte PM, de Magalhaes JP, Mustafa MR, Wong PF.","Int J Mol Sci. 2018 May 15;19(5):1467. doi: 10.3390/ijms19051467.","Tong KL","Int J Mol Sci","2018","2018/05/16","PMC5983847","","10.3390/ijms19051467"
"28236165","Mechanosensitive microRNA-181b Regulates Aortic Valve Endothelial Matrix Degradation by Targeting TIMP3","Heath JM, Fernandez Esmerats J, Khambouneheuang L, Kumar S, Simmons R, Jo H.","Cardiovasc Eng Technol. 2018 Jun;9(2):141-150. doi: 10.1007/s13239-017-0296-z. Epub 2017 Feb 24.","Heath JM","Cardiovasc Eng Technol","2018","2017/02/26","PMC5568995","NIHMS855470","10.1007/s13239-017-0296-z"
"29196609","MicroRNA-based therapeutics in cardiovascular disease: screening and delivery to the target","Mellis D, Caporali A.","Biochem Soc Trans. 2018 Feb 19;46(1):11-21. doi: 10.1042/BST20170037. Epub 2017 Dec 1.","Mellis D","Biochem Soc Trans","2018","2017/12/03","","","10.1042/BST20170037"
"26371176","HDACs Regulate miR-133a Expression in Pressure Overload-Induced Cardiac Fibrosis","Renaud L, Harris LG, Mani SK, Kasiganesan H, Chou JC, Baicu CF, Van Laer A, Akerman AW, Stroud RE, Jones JA, Zile MR, Menick DR.","Circ Heart Fail. 2015 Nov;8(6):1094-104. doi: 10.1161/CIRCHEARTFAILURE.114.001781. Epub 2015 Sep 14.","Renaud L","Circ Heart Fail","2015","2015/09/16","PMC4651803","NIHMS723181","10.1161/CIRCHEARTFAILURE.114.001781"
"32683448","NRF2 is a key regulator of endothelial microRNA expression under proatherogenic stimuli","Linna-Kuosmanen S, Tomas Bosch V, Moreau PR, Bouvy-Liivrand M, Niskanen H, Kansanen E, Kivelä A, Hartikainen J, Hippeläinen M, Kokki H, Tavi P, Levonen AL, Kaikkonen MU.","Cardiovasc Res. 2021 Apr 23;117(5):1339-1357. doi: 10.1093/cvr/cvaa219.","Linna-Kuosmanen S","Cardiovasc Res","2021","2020/07/20","PMC8064437","","10.1093/cvr/cvaa219"
"32795172","Mechanism underlying increased cardiac extracellular matrix deposition in perinatal nicotine-exposed offspring","Chuang TD, Ansari A, Yu C, Sakurai R, Harb A, Liu J, Khorram O, Rehan VK.","Am J Physiol Heart Circ Physiol. 2020 Sep 1;319(3):H651-H660. doi: 10.1152/ajpheart.00021.2020. Epub 2020 Aug 14.","Chuang TD","Am J Physiol Heart Circ Physiol","2020","2020/08/16","PMC7509277","","10.1152/ajpheart.00021.2020"
"34946964","MiRNA-Regulated Pathways for Hypertrophic Cardiomyopathy: Network-Based Approach to Insight into Pathogenesis","Osmak G, Baulina N, Kiselev I, Favorova O.","Genes (Basel). 2021 Dec 18;12(12):2016. doi: 10.3390/genes12122016.","Osmak G","Genes (Basel)","2021","2021/12/24","PMC8701189","","10.3390/genes12122016"
"33564961","AMPKα1 deletion in myofibroblasts exacerbates post-myocardial infarction fibrosis by a connexin 43 mechanism","Dufeys C, Daskalopoulos EP, Castanares-Zapatero D, Conway SJ, Ginion A, Bouzin C, Ambroise J, Bearzatto B, Gala JL, Heymans S, Papageorgiou AP, Vinckier S, Cumps J, Balligand JL, Vanhaverbeke M, Sinnaeve P, Janssens S, Bertrand L, Beauloye C, Horman S.","Basic Res Cardiol. 2021 Feb 9;116(1):10. doi: 10.1007/s00395-021-00846-y.","Dufeys C","Basic Res Cardiol","2021","2021/02/10","PMC7873123","","10.1007/s00395-021-00846-y"
"27488468","Oxidized Low-density Lipoprotein (ox-LDL) Cholesterol Induces the Expression of miRNA-223 and L-type Calcium Channel Protein in Atrial Fibrillation","He F, Xu X, Yuan S, Tan L, Gao L, Ma S, Zhang S, Ma Z, Jiang W, Liu F, Chen B, Zhang B, Pang J, Huang X, Weng J.","Sci Rep. 2016 Aug 4;6:30368. doi: 10.1038/srep30368.","He F","Sci Rep","2016","2016/08/05","PMC4973266","","10.1038/srep30368"
"34868398","miR-190-5p Alleviates Myocardial Ischemia-Reperfusion Injury by Targeting PHLPP1","Li Y, Li Z, Liu J, Liu Y, Miao G.","Dis Markers. 2021 Nov 25;2021:8709298. doi: 10.1155/2021/8709298. eCollection 2021.","Li Y","Dis Markers","2021","2021/12/06","PMC8639278","","10.1155/2021/8709298"
"35805966","miR-1183 Is a Key Marker of Remodeling upon Stretch and Tachycardia in Human Myocardium","Djalinac N, Kolesnik E, Maechler H, Scheruebel-Posch S, Pelzmann B, Rainer PP, Foessl I, Wallner M, Scherr D, Heinemann A, Sedej S, Ljubojevic-Holzer S, von Lewinski D, Bisping E.","Int J Mol Sci. 2022 Jun 23;23(13):6962. doi: 10.3390/ijms23136962.","Djalinac N","Int J Mol Sci","2022","2022/07/09","PMC9266684","","10.3390/ijms23136962"
"25695617","Effects of miRNA-455 on cardiac hypertrophy induced by pressure overload","Wu C, Dong S, Li Y.","Int J Mol Med. 2015 Apr;35(4):893-900. doi: 10.3892/ijmm.2015.2105. Epub 2015 Feb 18.","Wu C","Int J Mol Med","2015","2015/02/20","PMC4356433","","10.3892/ijmm.2015.2105"
"27384434","MicroRNAs, heart failure, and aging: potential interactions with skeletal muscle","Murach KA, McCarthy JJ.","Heart Fail Rev. 2017 Mar;22(2):209-218. doi: 10.1007/s10741-016-9572-5.","Murach KA","Heart Fail Rev","2017","2016/07/08","PMC5582593","NIHMS899386","10.1007/s10741-016-9572-5"
